record_id,source_row,Document,actual_class,predicted_class,confidence
0dba3658a2a93d4e46171be7751b238a78bdf661e07e56bde01a79318b151f66,26289,access november error hello please thank regards,Hardware,HR Support,0.999420858566776
28a698fc46e4079bb0a72df6a0bdc548fe082537b1eac1e629a666b735783c7c,2091,install outlook on phone install phone hi please advise how install phone had change both calendar thanks head,Purchase,Administrative rights,0.9976181236020156
5643c206620f2dae67e5d6c6cd8ebbef8238e8290db4ffdc9c0f3231abc86ef0,18582,wants to access bucharest thursday march pm wants please write update document accept decline,HR Support,Storage,0.9901843745837734
b41e9e7ca85b396699d22da8cb36f9a58b0c64569aedcbc5011e9c9b5348d9e7,26681,po tuesday november pm po hello purchase monitor has please create monitor installed please kind perform attached screen guide thank administrator,Hardware,Purchase,0.9870772466469836
6bfbbb9166078b4b18c09b7b018a53a4ebb3b05c55e39550b9d01ec3f0edb6a5,16538,enable ad access to network friday pm re purchase po hello device has according setup guide which also placed table checked turns equipment unable offer kind regards engineer got feedback friday pm re purchase po please provide more details device functional did anyone test device connected tv screen moment device sits table meeting room re purchase po hello device has physically installed meeting room please log appropriate device ad kind regards engineer got feedback thursday pm re purchase po hi discussion device installed thanks re purchase po hello awaiting replay same question kind regards engineer got feedback thursday pm re purchase po hi please liaise best phone wrote hello please advised has received let where needs thanks kind regards engineer got feedback tuesday purchase po hello please advised tickets queue please assist kind regards analyst ext hub pm purchase po dear purchased cts cts cts please log each location installation please take consideration mandatory receipts section order receive item ordered how video kind regards administrator,Hardware,Purchase,0.9861037406882668
485968f05dbee663090c0f9e2900ccf6887a3563a7b87ac45f291dc450b1db39,30085,for user password wednesday user hi please log shared order share screen demo client possible created thank regards,Hardware,Access,0.9845387898709086
d4556290c27fd0da22e608373318290dd63f860f9ff9e6936bef2c2644cfded8,25987,training codes friday november training codes hi please best regards analyst friday november training codes hello please help code attending training extern training wonderful specialist,Hardware,Internal Project,0.9839478401011172
0bb2246d391724633103210d1a4815ba2e5ae66033ca4ab2611e64a60ca5567b,5833,new project setup re setup addition please also setup git steps name required thank friday october setup hi want setup client geographic kids code category commercial methodology agile owners lead users done great additional thank,Access,Internal Project,0.9820801614375454
0e154f114749b25eff256c413490160e7dff9195e41d07fa7c2a6fc528352f5e,39575,project code sent thursday july code hi appears code mapped raised using code went line manager approve kind regards administrator,Miscellaneous,Internal Project,0.980922485645413
83b762ee058c09ef979c6e054f439d1683c23ef1b33ea9ef183fd9b5b28df9b0,36148,access for messages access for cannot access fill leaver form could you please help her thanks,Hardware,HR Support,0.9798708862590688
8fe3eebef9ab6e7387320a5b133f9a37f00302e8800e76e51325d1a239c8955c,38984,what should do with old card which is pending for approval what should with old card pending for approval dear have old card submitted status pending for approval understand came because line manager however cannot approve manager or can you advise please what should with thank you sincerely manager,HR Support,Miscellaneous,0.9756272194898816
e82161e2ab84fc9981168b8694b5fe49eae4b8c698cc6107efbec4de36621ac1,41003,oracle access issue sent thursday access issue hello could you please help access applications getting error bellow after logging with thanks,Hardware,HR Support,0.9716161339161056
ca2e9c154d074b3aa7a98cabca75f031d50e8e2ef2da04959cdddc661551c5c4,41097,line manager not set for approve annual leave flow hi line manager for can be seen however getting her requests for annual leave if she checks approval line only listed included approval flow line manager can you please verify correct thank you,HR Support,Miscellaneous,0.9707149853013148
5bfb2428196bca45c87eed6875c25821519a8a74e97853c5c42009651ae755ad,34185,oracle unable to access unable access dear when trying access get following error have urgent requests approve regards,Hardware,HR Support,0.9689373941843428
b6fa60975f9d36319284a3456af20186e85aaf6753f97dcc464093b6a69fd657,36332,oracle access access hi need access could you help please thanks manager,Hardware,HR Support,0.968202286801093
